set,tau,level,year,n,share_gt1,share_gt1_cw,share_lt1,share_lt1_cw
S1 Marin alone (comparison only),1.3,decisions (56),2023,19,0.42105263157894735,0.040919381084351836,0.10526315789473684,0.4840642729651034
S1 Marin alone (comparison only),1.3,decisions (56),2024,30,0.8666666666666667,0.08664652078031833,0.0,0.0
S1 Marin alone (comparison only),1.3,decisions (56),2025,7,0.5714285714285714,0.42760337877536403,0.0,0.0
S1 Marin alone (comparison only),1.84,models,all,77,0.6623376623376623,0.17097332093407522,0.012987012987012988,0.0396445408451159
S1 Marin alone (comparison only),1.84,models,2023,24,0.3333333333333333,0.047260458619884566,0.041666666666666664,0.42259190320363904
S1 Marin alone (comparison only),1.84,models,2024,40,0.825,0.11048819947479054,0.0,0.0
S1 Marin alone (comparison only),1.84,models,2025,13,0.7692307692307693,0.48646881457147517,0.0,0.0
S1 Marin alone (comparison only),1.84,models below 15B,all,59,0.864406779661017,0.9575979144890477,0.0,0.0
S1 Marin alone (comparison only),1.84,models below 15B,2023,16,0.5,0.3693382411172994,0.0,0.0
S1 Marin alone (comparison only),1.84,models below 15B,2024,33,1.0,1.0,0.0,0.0
S1 Marin alone (comparison only),1.84,models below 15B,2025,10,1.0,1.0,0.0,0.0
S1 Marin alone (comparison only),1.84,decisions (49),all,49,0.6122448979591837,0.11462204597154485,0.02040816326530612,0.039644540845115886
S1 Marin alone (comparison only),1.84,decisions (49),2023,16,0.3125,0.024009383312713503,0.0625,0.42259190320363904
S1 Marin alone (comparison only),1.84,decisions (49),2024,27,0.8148148148148148,0.05098288004831185,0.0,0.0
S1 Marin alone (comparison only),1.84,decisions (49),2025,6,0.5,0.42637120327361794,0.0,0.0
S1 Marin alone (comparison only),1.84,decisions (56),all,56,0.6071428571428571,0.11866741446776838,0.017857142857142856,0.039644540845115886
S1 Marin alone (comparison only),1.84,decisions (56),2023,19,0.2631578947368421,0.024009383312713507,0.05263157894736842,0.42259190320363904
S1 Marin alone (comparison only),1.84,decisions (56),2024,30,0.8333333333333334,0.056034385636257976,0.0,0.0
S1 Marin alone (comparison only),1.84,decisions (56),2025,7,0.5714285714285714,0.42760337877536403,0.0,0.0
S1 Marin alone (comparison only),3.4,models,all,77,0.5324675324675324,0.15746732980646963,0.0,0.0
S1 Marin alone (comparison only),3.4,models,2023,24,0.125,0.02236710606689069,0.0,0.0
S1 Marin alone (comparison only),3.4,models,2024,40,0.7,0.09517621220173272,0.0,0.0
S1 Marin alone (comparison only),3.4,models,2025,13,0.7692307692307693,0.48646881457147517,0.0,0.0
S1 Marin alone (comparison only),3.4,models below 15B,all,59,0.6949152542372882,0.8819527268875884,0.0,0.0
S1 Marin alone (comparison only),3.4,models below 15B,2023,16,0.1875,0.17479787236245106,0.0,0.0
S1 Marin alone (comparison only),3.4,models below 15B,2024,33,0.8484848484848485,0.8614151796676579,0.0,0.0
S1 Marin alone (comparison only),3.4,models below 15B,2025,10,1.0,1.0,0.0,0.0
S1 Marin alone (comparison only),3.4,decisions (49),all,49,0.46938775510204084,0.10303337000107163,0.0,0.0
S1 Marin alone (comparison only),3.4,decisions (49),2023,16,0.125,0.01013779009171165,0.0,0.0
S1 Marin alone (comparison only),3.4,decisions (49),2024,27,0.6666666666666666,0.03688903460487899,0.0,0.0
S1 Marin alone (comparison only),3.4,decisions (49),2025,6,0.5,0.42637120327361794,0.0,0.0
S1 Marin alone (comparison only),3.4,decisions (56),all,56,0.48214285714285715,0.10707873849729516,0.0,0.0
S1 Marin alone (comparison only),3.4,decisions (56),2023,19,0.10526315789473684,0.01013779009171165,0.0,0.0
S1 Marin alone (comparison only),3.4,decisions (56),2024,30,0.7,0.04193320966812614,0.0,0.0
S1 Marin alone (comparison only),3.4,decisions (56),2025,7,0.5714285714285714,0.42760337877536403,0.0,0.0
S1 Marin alone (comparison only),4.4,models,all,77,0.4675324675324675,0.13227484196290618,0.0,0.0
S1 Marin alone (comparison only),4.4,models,2023,24,0.08333333333333333,0.01013779009171165,0.0,0.0
S1 Marin alone (comparison only),4.4,models,2024,40,0.6,0.06221669022978804,0.0,0.0
S1 Marin alone (comparison only),4.4,models,2025,13,0.7692307692307693,0.48646881457147517,0.0,0.0
S1 Marin alone (comparison only),4.4,models below 15B,all,59,0.6101694915254238,0.740853088136996,0.0,0.0
S1 Marin alone (comparison only),4.4,models below 15B,2023,16,0.125,0.07922634842383404,0.0,0.0
S1 Marin alone (comparison only),4.4,models below 15B,2024,33,0.7272727272727273,0.5631071057862941,0.0,0.0
S1 Marin alone (comparison only),4.4,models below 15B,2025,10,1.0,1.0,0.0,0.0
S1 Marin alone (comparison only),4.4,decisions (49),all,49,0.40816326530612246,0.09538322723299875,0.0,0.0
S1 Marin alone (comparison only),4.4,decisions (49),2023,16,0.125,0.01013779009171165,0.0,0.0
S1 Marin alone (comparison only),4.4,decisions (49),2024,27,0.5555555555555556,0.02640820063796071,0.0,0.0
S1 Marin alone (comparison only),4.4,decisions (49),2025,6,0.5,0.42637120327361794,0.0,0.0
S1 Marin alone (comparison only),4.4,decisions (56),all,56,0.42857142857142855,0.0998080447428053,0.0,0.0
S1 Marin alone (comparison only),4.4,decisions (56),2023,19,0.10526315789473684,0.01013779009171165,0.0,0.0
S1 Marin alone (comparison only),4.4,decisions (56),2024,30,0.6,0.03196704678340683,0.0,0.0
S1 Marin alone (comparison only),4.4,decisions (56),2025,7,0.5714285714285714,0.42760337877536403,0.0,0.0
S1 Marin alone (comparison only),8.0,models,all,77,0.37662337662337664,0.07960723079159537,0.0,0.0
S1 Marin alone (comparison only),8.0,models,2023,24,0.041666666666666664,0.007520465894132805,0.0,0.0
S1 Marin alone (comparison only),8.0,models,2024,40,0.525,0.04896777252211685,0.0,0.0
S1 Marin alone (comparison only),8.0,models,2025,13,0.5384615384615384,0.2444271180974783,0.0,0.0
S1 Marin alone (comparison only),8.0,models below 15B,all,59,0.4915254237288136,0.44586908511693385,0.0,0.0
S1 Marin alone (comparison only),8.0,models below 15B,2023,16,0.0625,0.05877208403883306,0.0,0.0
S1 Marin alone (comparison only),8.0,models below 15B,2024,33,0.6363636363636364,0.4431945923174315,0.0,0.0
S1 Marin alone (comparison only),8.0,models below 15B,2025,10,0.7,0.5024517723973557,0.0,0.0
S1 Marin alone (comparison only),8.0,decisions (49),all,49,0.30612244897959184,0.013934123218742222,0.0,0.0
S1 Marin alone (comparison only),8.0,decisions (49),2023,16,0.0625,0.007520465894132804,0.0,0.0
S1 Marin alone (comparison only),8.0,decisions (49),2024,27,0.48148148148148145,0.015146288082421602,0.0,0.0
S1 Marin alone (comparison only),8.0,decisions (49),2025,6,0.16666666666666666,0.012328080303949846,0.0,0.0
S1 Marin alone (comparison only),8.0,decisions (56),all,56,0.32142857142857145,0.014995378942665104,0.0,0.0
S1 Marin alone (comparison only),8.0,decisions (56),2023,19,0.05263157894736842,0.007520465894132805,0.0,0.0
S1 Marin alone (comparison only),8.0,decisions (56),2024,30,0.5,0.016088739371540046,0.0,0.0
S1 Marin alone (comparison only),8.0,decisions (56),2025,7,0.2857142857142857,0.01444963548067242,0.0,0.0
S1 Marin alone (comparison only),10.0,models,all,77,0.3246753246753247,0.057691550983924526,0.0,0.0
S1 Marin alone (comparison only),10.0,models,2023,24,0.041666666666666664,0.007520465894132805,0.0,0.0
S1 Marin alone (comparison only),10.0,models,2024,40,0.45,0.02937485628003496,0.0,0.0
S1 Marin alone (comparison only),10.0,models,2025,13,0.46153846153846156,0.20128000979841176,0.0,0.0
S1 Marin alone (comparison only),10.0,models below 15B,all,59,0.423728813559322,0.3231223947924979,0.0,0.0
S1 Marin alone (comparison only),10.0,models below 15B,2023,16,0.0625,0.05877208403883306,0.0,0.0
S1 Marin alone (comparison only),10.0,models below 15B,2024,33,0.5454545454545454,0.26586419563056823,0.0,0.0
S1 Marin alone (comparison only),10.0,models below 15B,2025,10,0.6,0.4137572723458481,0.0,0.0
S1 Marin alone (comparison only),10.0,decisions (49),all,49,0.2653061224489796,0.00724041160069786,0.0,0.0
S1 Marin alone (comparison only),10.0,decisions (49),2023,16,0.0625,0.007520465894132804,0.0,0.0
S1 Marin alone (comparison only),10.0,decisions (49),2024,27,0.4074074074074074,0.005975782090828535,0.0,0.0
S1 Marin alone (comparison only),10.0,decisions (49),2025,6,0.16666666666666666,0.012328080303949846,0.0,0.0
S1 Marin alone (comparison only),10.0,decisions (56),all,56,0.2857142857142857,0.00830166732462074,0.0,0.0
S1 Marin alone (comparison only),10.0,decisions (56),2023,19,0.05263157894736842,0.007520465894132805,0.0,0.0
S1 Marin alone (comparison only),10.0,decisions (56),2024,30,0.43333333333333335,0.006913463594373316,0.0,0.0
S1 Marin alone (comparison only),10.0,decisions (56),2025,7,0.2857142857142857,0.01444963548067242,0.0,0.0
S1 Marin without Comma (comparison only),1.0,models,all,77,0.8571428571428571,0.4781493701090291,0.0,0.0
S1 Marin without Comma (comparison only),1.0,models,2023,24,0.6666666666666666,0.12795983020040147,0.0,0.0
S1 Marin without Comma (comparison only),1.0,models,2024,40,0.925,0.39682083140205643,0.0,0.0
S1 Marin without Comma (comparison only),1.0,models,2025,13,1.0,1.0,0.0,0.0
S1 Marin without Comma (comparison only),1.0,models below 15B,all,59,1.0,1.0,0.0,0.0
S1 Marin without Comma (comparison only),1.0,models below 15B,2023,16,1.0,1.0,0.0,0.0
S1 Marin without Comma (comparison only),1.0,models below 15B,2024,33,1.0,1.0,0.0,0.0
S1 Marin without Comma (comparison only),1.0,models below 15B,2025,10,1.0,1.0,0.0,0.0
S1 Marin without Comma (comparison only),1.0,decisions (49),all,49,0.7959183673469388,0.39208320650186596,0.0,0.0
S1 Marin without Comma (comparison only),1.0,decisions (49),2023,16,0.5625,0.05586523139304761,0.0,0.0
S1 Marin without Comma (comparison only),1.0,decisions (49),2024,27,0.8888888888888888,0.2884881721187098,0.0,0.0
S1 Marin without Comma (comparison only),1.0,decisions (49),2025,6,1.0,1.0,0.0,0.0
S1 Marin without Comma (comparison only),1.0,decisions (56),all,56,0.8035714285714286,0.39881023903887314,0.0,0.0
S1 Marin without Comma (comparison only),1.0,decisions (56),2023,19,0.5789473684210527,0.08445049147147597,0.0,0.0
S1 Marin without Comma (comparison only),1.0,decisions (56),2024,30,0.9,0.293663209528872,0.0,0.0
S1 Marin without Comma (comparison only),1.0,decisions (56),2025,7,1.0,1.0,0.0,0.0
S1 Marin without Comma (comparison only),1.3,models,all,77,0.8181818181818182,0.3437364452179669,0.0,0.0
S1 Marin without Comma (comparison only),1.3,models,2023,24,0.625,0.11920581733460503,0.0,0.0
S1 Marin without Comma (comparison only),1.3,models,2024,40,0.9,0.3052916612987132,0.0,0.0
S1 Marin without Comma (comparison only),1.3,models,2025,13,0.9230769230769231,0.6217493998083929,0.0,0.0
S1 Marin without Comma (comparison only),1.3,models below 15B,all,59,0.9830508474576272,0.995400355729795,0.0,0.0
S1 Marin without Comma (comparison only),1.3,models below 15B,2023,16,0.9375,0.9315878049221654,0.0,0.0
S1 Marin without Comma (comparison only),1.3,models below 15B,2024,33,1.0,1.0,0.0,0.0
S1 Marin without Comma (comparison only),1.3,models below 15B,2025,10,1.0,1.0,0.0,0.0
S1 Marin without Comma (comparison only),1.3,decisions (49),all,49,0.7551020408163265,0.3163972158965591,0.0,0.0
S1 Marin without Comma (comparison only),1.3,decisions (49),2023,16,0.5,0.04257919653673692,0.0,0.0
S1 Marin without Comma (comparison only),1.3,decisions (49),2024,27,0.8888888888888888,0.2884881721187098,0.0,0.0
S1 Marin without Comma (comparison only),1.3,decisions (49),2025,6,0.8333333333333334,0.5776951653774788,0.0,0.0
S1 Marin without Comma (comparison only),1.3,decisions (56),all,56,0.7678571428571429,0.3235494102257157,0.0,0.0
S1 Marin without Comma (comparison only),1.3,decisions (56),2023,19,0.5263157894736842,0.07569647860567952,0.0,0.0
S1 Marin without Comma (comparison only),1.3,decisions (56),2024,30,0.9,0.293663209528872,0.0,0.0
S1 Marin without Comma (comparison only),1.3,decisions (56),2025,7,0.8571428571428571,0.5786022915093264,0.0,0.0
S1 Marin without Comma (comparison only),1.84,models,all,77,0.7792207792207793,0.23726581020279672,0.0,0.0
S1 Marin without Comma (comparison only),1.84,models,2023,24,0.625,0.11920581733460503,0.0,0.0
S1 Marin without Comma (comparison only),1.84,models,2024,40,0.875,0.19210574132196373,0.0,0.0
S1 Marin without Comma (comparison only),1.84,models,2025,13,0.7692307692307693,0.48646881457147517,0.0,0.0
S1 Marin without Comma (comparison only),1.84,models below 15B,all,59,0.9830508474576272,0.995400355729795,0.0,0.0
S1 Marin without Comma (comparison only),1.84,models below 15B,2023,16,0.9375,0.9315878049221654,0.0,0.0
S1 Marin without Comma (comparison only),1.84,models below 15B,2024,33,1.0,1.0,0.0,0.0
S1 Marin without Comma (comparison only),1.84,models below 15B,2025,10,1.0,1.0,0.0,0.0
S1 Marin without Comma (comparison only),1.84,decisions (49),all,49,0.6938775510204082,0.1386968460757243,0.0,0.0
S1 Marin without Comma (comparison only),1.84,decisions (49),2023,16,0.5,0.04257919653673692,0.0,0.0
S1 Marin without Comma (comparison only),1.84,decisions (49),2024,27,0.8518518518518519,0.08157910141232515,0.0,0.0
S1 Marin without Comma (comparison only),1.84,decisions (49),2025,6,0.5,0.42637120327361794,0.0,0.0
S1 Marin without Comma (comparison only),1.84,decisions (56),all,56,0.7142857142857143,0.1458490404048809,0.0,0.0
S1 Marin without Comma (comparison only),1.84,decisions (56),2023,19,0.5263157894736842,0.07569647860567952,0.0,0.0
S1 Marin without Comma (comparison only),1.84,decisions (56),2024,30,0.8666666666666667,0.08664652078031833,0.0,0.0
S1 Marin without Comma (comparison only),1.84,decisions (56),2025,7,0.5714285714285714,0.42760337877536403,0.0,0.0
S1 Marin without Comma (comparison only),3.4,models,all,77,0.7012987012987013,0.2311994677748267,0.0,0.0
S1 Marin without Comma (comparison only),3.4,models,2023,24,0.375,0.05454149943680644,0.0,0.0
S1 Marin without Comma (comparison only),3.4,models,2024,40,0.875,0.19210574132196373,0.0,0.0
S1 Marin without Comma (comparison only),3.4,models,2025,13,0.7692307692307693,0.48646881457147517,0.0,0.0
S1 Marin without Comma (comparison only),3.4,models below 15B,all,59,0.8813559322033898,0.9614236111367574,0.0,0.0
S1 Marin without Comma (comparison only),3.4,models below 15B,2023,16,0.5625,0.4262392295409229,0.0,0.0
S1 Marin without Comma (comparison only),3.4,models below 15B,2024,33,1.0,1.0,0.0,0.0
S1 Marin without Comma (comparison only),3.4,models below 15B,2025,10,1.0,1.0,0.0,0.0
S1 Marin without Comma (comparison only),3.4,decisions (49),all,49,0.6530612244897959,0.13763781442984607,0.0,0.0
S1 Marin without Comma (comparison only),3.4,decisions (49),2023,16,0.375,0.031290424129635376,0.0,0.0
S1 Marin without Comma (comparison only),3.4,decisions (49),2024,27,0.8518518518518519,0.08157910141232515,0.0,0.0
S1 Marin without Comma (comparison only),3.4,decisions (49),2025,6,0.5,0.42637120327361794,0.0,0.0
S1 Marin without Comma (comparison only),3.4,decisions (56),all,56,0.6428571428571429,0.1416831829260696,0.0,0.0
S1 Marin without Comma (comparison only),3.4,decisions (56),2023,19,0.3157894736842105,0.031290424129635376,0.0,0.0
S1 Marin without Comma (comparison only),3.4,decisions (56),2024,30,0.8666666666666667,0.08664652078031833,0.0,0.0
S1 Marin without Comma (comparison only),3.4,decisions (56),2025,7,0.5714285714285714,0.42760337877536403,0.0,0.0
S1 Marin without Comma (comparison only),4.4,models,all,77,0.6363636363636364,0.16650295286395933,0.0,0.0
S1 Marin without Comma (comparison only),4.4,models,2023,24,0.2916666666666667,0.047117376792398226,0.0,0.0
S1 Marin without Comma (comparison only),4.4,models,2024,40,0.8,0.10437892807270924,0.0,0.0
S1 Marin without Comma (comparison only),4.4,models,2025,13,0.7692307692307693,0.48646881457147517,0.0,0.0
S1 Marin without Comma (comparison only),4.4,models below 15B,all,59,0.8305084745762712,0.932560001453528,0.0,0.0
S1 Marin without Comma (comparison only),4.4,models below 15B,2023,16,0.4375,0.3682200634262048,0.0,0.0
S1 Marin without Comma (comparison only),4.4,models below 15B,2024,33,0.9696969696969697,0.9447065710987969,0.0,0.0
S1 Marin without Comma (comparison only),4.4,models below 15B,2025,10,1.0,1.0,0.0,0.0
S1 Marin without Comma (comparison only),4.4,decisions (49),all,49,0.5714285714285714,0.11015167790142898,0.0,0.0
S1 Marin without Comma (comparison only),4.4,decisions (49),2023,16,0.25,0.02386630148522716,0.0,0.0
S1 Marin without Comma (comparison only),4.4,decisions (49),2024,27,0.7777777777777778,0.04487678456326096,0.0,0.0
S1 Marin without Comma (comparison only),4.4,decisions (49),2025,6,0.5,0.42637120327361794,0.0,0.0
S1 Marin without Comma (comparison only),4.4,decisions (56),all,56,0.5714285714285714,0.1141970463976525,0.0,0.0
S1 Marin without Comma (comparison only),4.4,decisions (56),2023,19,0.21052631578947367,0.023866301485227163,0.0,0.0
S1 Marin without Comma (comparison only),4.4,decisions (56),2024,30,0.8,0.0499251142341767,0.0,0.0
S1 Marin without Comma (comparison only),4.4,decisions (56),2025,7,0.5714285714285714,0.42760337877536403,0.0,0.0
S1 Marin without Comma (comparison only),8.0,models,all,77,0.4935064935064935,0.1522814893204885,0.0,0.0
S1 Marin without Comma (comparison only),8.0,models,2023,24,0.08333333333333333,0.01013779009171165,0.0,0.0
S1 Marin without Comma (comparison only),8.0,models,2024,40,0.65,0.0896404152656109,0.0,0.0
S1 Marin without Comma (comparison only),8.0,models,2025,13,0.7692307692307693,0.48646881457147517,0.0,0.0
S1 Marin without Comma (comparison only),8.0,models below 15B,all,59,0.6440677966101694,0.8529075518443823,0.0,0.0
S1 Marin without Comma (comparison only),8.0,models below 15B,2023,16,0.125,0.07922634842383404,0.0,0.0
S1 Marin without Comma (comparison only),8.0,models below 15B,2024,33,0.7878787878787878,0.8113121192282949,0.0,0.0
S1 Marin without Comma (comparison only),8.0,models below 15B,2025,10,1.0,1.0,0.0,0.0
S1 Marin without Comma (comparison only),8.0,decisions (49),all,49,0.42857142857142855,0.0986153471978411,0.0,0.0
S1 Marin without Comma (comparison only),8.0,decisions (49),2023,16,0.125,0.01013779009171165,0.0,0.0
S1 Marin without Comma (comparison only),8.0,decisions (49),2024,27,0.5925925925925926,0.03083626345190579,0.0,0.0
S1 Marin without Comma (comparison only),8.0,decisions (49),2025,6,0.5,0.42637120327361794,0.0,0.0
S1 Marin without Comma (comparison only),8.0,decisions (56),all,56,0.44642857142857145,0.10304016470764767,0.0,0.0
S1 Marin without Comma (comparison only),8.0,decisions (56),2023,19,0.10526315789473684,0.01013779009171165,0.0,0.0
S1 Marin without Comma (comparison only),8.0,decisions (56),2024,30,0.6333333333333333,0.036397412732004315,0.0,0.0
S1 Marin without Comma (comparison only),8.0,decisions (56),2025,7,0.5714285714285714,0.42760337877536403,0.0,0.0
S1 Marin without Comma (comparison only),10.0,models,all,77,0.4805194805194805,0.14904936935564614,0.0,0.0
